Order ID,Order Date,Customer ID,Type,SKU,Category,Product Name,Unit Price,Qty,Total,Discount Code,Disc %,Payment,Source,City,State,Warehouse,Del Date,Status,Return?,Reason,Ret Rec,Refund,Expected Total,Delivery Days,Order week
UT-100324,25-12-2024,CUST_10323,Returning,ACC-GFT-OS,Accessories,Gift Box Clutch,1399,1,1399,,0,Wallet,Instagram Shop,Nagpur,Maharashtra,Mumbai,18-01-2025,Delivered,No,,,Not Applicable,1399,24,23-12-2024
UT-100325,25-12-2024,CUST_10324,New,TOP-HLY-L,Tops,Holly Top,2099,1,2099,Dec-20,20,Debit Card,Website,Coimbatore,Tamil Nadu,Bangalore,19-01-2025,Delivered,Yes,Damaged in Transit,15-02-2025,Processed,2099,25,23-12-2024
UT-100326,26-12-2024,CUST_10325,New,DRS-BOX-S,Dresses,Boxing Day Dress,2999,1,2999,,0,Credit Card,Mobile App,Kochi,Kerala,Bangalore,20-01-2025,Delivered,Yes,Size Issue,17-02-2025,Processed,2999,25,23-12-2024
UT-100327,26-12-2024,CUST_10326,New,BOT-SLE-M,Bottoms,Sale Season Pants,2199,1,2199,,0,UPI,Instagram Shop,Vizag,Andhra Pradesh,Bangalore,20-01-2025,Delivered,No,,,Not Applicable,2199,25,23-12-2024
UT-100328,26-12-2024,CUST_10327,New,OUT-SAL-L,Outerwear,Sale Special Coat,5999,1,5999,Dec-20,20,COD,Website,Thiruvananthapuram,Kerala,Bangalore,21-01-2025,Delivered,Yes,Changed Mind,18-02-2025,Processed,5999,26,23-12-2024
UT-100329,26-12-2024,CUST_10328,Returning,ACC-DIS-OS,Accessories,Discount Find Bag,1299,1,1299,,0,Wallet,Mobile App,Mysore,Karnataka,Bangalore,20-01-2025,Delivered,Yes,Quality Defect,16-02-2025,Processed,1299,25,23-12-2024
UT-100330,27-12-2024,CUST_10329,New,TOP-CLR-M,Tops,Clearance Top,999,2,1998,,0,Debit Card,Instagram Shop,Vadodara,Gujarat,Mumbai,21-01-2025,Delivered,No,,,Not Applicable,1998,25,23-12-2024
UT-100331,27-12-2024,CUST_10330,New,DRS-END-L,Dresses,Year End Dress,3499,1,3499,Dec-20,20,Credit Card,Website,Rajkot,Gujarat,Mumbai,22-01-2025,Delivered,Yes,Size Issue,19-02-2025,Processed,3499,26,23-12-2024
UT-100332,27-12-2024,CUST_10331,New,BOT-FNL-S,Bottoms,Final Sale Pants,1799,1,1799,,0,UPI,Mobile App,Kanpur,Uttar Pradesh,Delhi,22-01-2025,Delivered,No,,,Not Applicable,1799,26,23-12-2024
UT-100333,27-12-2024,CUST_10332,New,OUT-LST-M,Outerwear,Last Chance Jacket,4599,1,4599,,0,COD,Instagram Shop,Mumbai,Maharashtra,Mumbai,23-01-2025,Delivered,Yes,Wrong Item,20-02-2025,Processed,4599,27,23-12-2024
UT-100334,28-12-2024,CUST_10333,Returning,ACC-NWY-OS,Accessories,New Year Tiara,799,1,799,Dec-20,20,Wallet,Website,Delhi,Delhi,Delhi,22-01-2025,Delivered,No,,,Not Applicable,799,25,23-12-2024
UT-100335,28-12-2024,CUST_10334,New,TOP-BYE-L,Tops,Goodbye 2024 Top,1899,1,1899,,0,Debit Card,Mobile App,Kolkata,West Bengal,Delhi,23-01-2025,Delivered,Yes,Damaged in Transit,19-02-2025,Processed,1899,26,23-12-2024
UT-100336,28-12-2024,CUST_10335,New,DRS-WLC-S,Dresses,Welcome 2025 Dress,4099,1,4099,,0,Credit Card,Instagram Shop,Chennai,Tamil Nadu,Bangalore,24-01-2025,Delivered,Yes,Size Issue,21-02-2025,Processed,4099,27,23-12-2024
UT-100337,28-12-2024,CUST_10336,New,BOT-RES-M,Bottoms,Resolution Pants,2299,1,2299,Dec-20,20,UPI,Website,Hyderabad,Telangana,Bangalore,24-01-2025,Delivered,No,,,Not Applicable,2299,27,23-12-2024
UT-100338,29-12-2024,CUST_10337,New,OUT-HOP-L,Outerwear,Hope Coat,5799,1,5799,,0,COD,Mobile App,Pune,Maharashtra,Mumbai,25-01-2025,Delivered,Yes,Changed Mind,22-02-2025,Processed,5799,27,23-12-2024
UT-100339,29-12-2024,CUST_10338,Returning,ACC-DRM-OS,Accessories,Dream Catcher Earrings,699,2,1398,,0,Wallet,Instagram Shop,Ahmedabad,Gujarat,Mumbai,24-01-2025,Delivered,Yes,Quality Defect,20-02-2025,Processed,1398,26,23-12-2024
UT-100340,29-12-2024,CUST_10340,New,TOP-WIS-M,Tops,Wishes Top,1999,1,1999,Dec-20,20,Debit Card,Website,Jaipur,Rajasthan,Delhi,25-01-2025,Delivered,No,,,Not Applicable,1999,27,23-12-2024
UT-100341,29-12-2024,CUST_10340,New,DRS-PRO-L,Dresses,Promise Dress,3899,1,3899,,0,Credit Card,Mobile App,Lucknow,Uttar Pradesh,Delhi,26-01-2025,Delivered,Yes,Size Issue,23-02-2025,Processed,3899,28,23-12-2024
UT-100342,30-12-2024,CUST_10341,New,BOT-NEW-S,Bottoms,New Beginning Pants,2099,1,2099,,0,UPI,Instagram Shop,Bangalore,Karnataka,Bangalore,26-01-2025,Delivered,No,,,Not Applicable,2099,27,30-12-2024
UT-100343,30-12-2024,CUST_10342,New,OUT-FRE-M,Outerwear,Fresh Start Jacket,4899,1,4899,Dec-20,20,COD,Website,Mumbai,Maharashtra,Mumbai,27-01-2025,Delivered,Yes,Wrong Item,24-02-2025,Processed,4899,28,30-12-2024
UT-100344,30-12-2024,CUST_10343,Returning,ACC-LCK-OS,Accessories,Lucky Charm Bracelet,599,3,1797,,0,Wallet,Mobile App,Delhi,Delhi,Delhi,26-01-2025,Delivered,No,,,Not Applicable,1797,27,30-12-2024
UT-100345,30-12-2024,CUST_10344,New,TOP-BEG-L,Tops,Begin Again Top,2199,1,2199,,0,Debit Card,Instagram Shop,Chandigarh,Punjab,Delhi,27-01-2025,Delivered,Yes,Damaged in Transit,23-02-2025,Processed,2199,28,30-12-2024
UT-100346,31-12-2024,CUST_10345,New,DRS-CNT-S,Dresses,Countdown Dress,4499,1,4499,Dec-20,20,Credit Card,Website,Noida,Uttar Pradesh,Delhi,28-01-2025,Delivered,Yes,Size Issue,25-02-2025,Processed,4499,28,30-12-2024
